"ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","entrezid"
"ENSMUSG00000000355",496.968684962268,-0.0432747449544089,0.25616449195985,-0.168933424860427,0.865849007790533,0.948302755697062,"Mcts1","68995"
"ENSMUSG00000000374",45.258687888274,-0.488477326643348,0.489793138686805,-0.997313535165101,0.318612345871101,0.617864951271551,"Trappc10","216131"
"ENSMUSG00000000378",180.089576877639,-0.146175527884844,0.280417106074777,-0.521278925993424,0.602172479411386,0.824637666792952,"Ccm2","216527"
"ENSMUSG00000000384",135.130913156115,1.28133079032985,0.318456733269917,4.02356319231544,5.73241937621628e-05,0.00133225232058869,"Tbrg4","21379"
"ENSMUSG00000000386",12.3849405913574,-1.24942840337594,0.87259079845626,-1.43186062193912,0.152183713745721,NA,"Mx1","17857"
"ENSMUSG00000000399",931.399652382418,0.0889318320013611,0.210110192216152,0.423262817778359,0.672103519294805,0.862964152039719,"Ndufa9","66108"
"ENSMUSG00000000409",7.87952081782846,1.01373048015321,1.09333542039918,0.927190742419276,0.353827508558199,NA,"Lck","16818"
"ENSMUSG00000000416",229.626449277286,-1.35927045159527,0.332475222578517,-4.08833609029094,4.34478373860524e-05,0.0010791633578682,"Cttnbp2","30785"
"ENSMUSG00000000420",157.029758722057,0.421479708796387,0.294973627906935,1.42887251239072,0.153040879220987,0.415683172285479,"Galnt1","14423"
"ENSMUSG00000000439",130.109626056588,-0.0114793300462869,0.312385743060061,-0.0367472917740674,0.970686500703601,0.989074183509455,"Mkrn2","67027"
"ENSMUSG00000000441",192.444431698391,-0.0791168004195474,0.275150200598524,-0.287540406103457,0.773698567947962,0.911641039039977,"Raf1","110157"
"ENSMUSG00000000486",63.1456764502463,-1.66442528165308,0.512310951565157,-3.24885750844893,0.00115869504255025,0.0142321292397454,"Septin1","54204"
"ENSMUSG00000000531",6.29037405492696,-2.02411362131211,1.20934887975147,-1.67372183098071,0.0941852812319796,NA,"Tamalin","56149"
