ensembl_gene_id	entrezgene
ENSMUSG00000049285	330216
ENSMUSG00000118052	NA
ENSMUSG00000108629	NA
ENSMUSG00000098094	624584
ENSMUSG00000098094	668526
ENSMUSG00000000555	16402
ENSMUSG00000114955	NA
ENSMUSG00000076594	NA
ENSMUSG00000040771	106821
ENSMUSG00000090487	100040657
ENSMUSG00000106097	NA
ENSMUSG00000111635	NA
ENSMUSG00000111234	NA
ENSMUSG00000070644	214253
ENSMUSG00000118203	NA
ENSMUSG00000075384	18328
ENSMUSG00000113057	NA
ENSMUSG00000117886	NA
ENSMUSG00000094648	545655
ENSMUSG00000079101	NA
ENSMUSG00000058905	NA
ENSMUSG00000079410	100040671
ENSMUSG00000105305	NA
ENSMUSG00000113211	74050
ENSMUSG00000051314	233079
ENSMUSG00000063434	66673
ENSMUSG00000070908	668208
ENSMUSG00000023892	22709
ENSMUSG00000111048	NA
ENSMUSG00000106172	NA
ENSMUSG00000023904	353502
ENSMUSG00000097709	73270
ENSMUSG00000097709	76937
ENSMUSG00000111208	NA
ENSMUSG00000086361	NA
ENSMUSG00000025199	12675
ENSMUSG00000078698	233222
ENSMUSG00000062300	19294
ENSMUSG00000099565	NA
ENSMUSG00000072487	268816
ENSMUSG00000100713	15970
ENSMUSG00000100665	NA
ENSMUSG00000057409	24132
ENSMUSG00000026285	18566
ENSMUSG00000111610	NA
ENSMUSG00000041319	386612
ENSMUSG00000100012	NA
ENSMUSG00000069823	258923
ENSMUSG00000114728	NA
ENSMUSG00000032181	20255
ENSMUSG00000105227	NA
ENSMUSG00000097781	NA
ENSMUSG00000024789	16452
ENSMUSG00000093673	NA
ENSMUSG00000051341	22710
ENSMUSG00000110782	NA
ENSMUSG00000036273	66725
ENSMUSG00000089783	NA
ENSMUSG00000100222	NA
ENSMUSG00000100549	15964
ENSMUSG00000106338	NA
ENSMUSG00000113249	NA
ENSMUSG00000111381	102637673
ENSMUSG00000075088	258972
ENSMUSG00000098160	NA
ENSMUSG00000106315	NA
ENSMUSG00000084145	NA
ENSMUSG00000098708	NA
ENSMUSG00000117037	NA
ENSMUSG00000083234	NA
ENSMUSG00000084078	NA
ENSMUSG00000004897	15191
ENSMUSG00000111739	NA
ENSMUSG00000085000	NA
ENSMUSG00000094311	215919
ENSMUSG00000069045	26900
ENSMUSG00000040549	75786
ENSMUSG00000092567	NA
ENSMUSG00000034266	53314
ENSMUSG00000052040	50794
ENSMUSG00000050015	258620
ENSMUSG00000047592	381680
ENSMUSG00000115658	NA
ENSMUSG00000022986	109052
ENSMUSG00000106067	NA
ENSMUSG00000110968	NA
ENSMUSG00000101252	15969
ENSMUSG00000116765	NA
ENSMUSG00000029364	59043
ENSMUSG00000007892	56040
ENSMUSG00000021824	55946
ENSMUSG00000095061	381994
ENSMUSG00000066442	107885
ENSMUSG00000018537	22658
ENSMUSG00000116645	NA
ENSMUSG00000083380	NA
ENSMUSG00000089639	NA
ENSMUSG00000115252	NA
ENSMUSG00000113399	NA
ENSMUSG00000022773	106369
ENSMUSG00000100818	108168654
ENSMUSG00000106512	NA
ENSMUSG00000069208	235956
ENSMUSG00000106496	NA
ENSMUSG00000116950	NA
ENSMUSG00000038255	18013
ENSMUSG00000105040	NA
ENSMUSG00000051977	213389
ENSMUSG00000101662	NA
ENSMUSG00000086843	NA
ENSMUSG00000001763	232670
ENSMUSG00000087253	NA
ENSMUSG00000040794	67445
ENSMUSG00000075383	258944
ENSMUSG00000103252	NA
ENSMUSG00000001891	216558
ENSMUSG00000113284	NA
ENSMUSG00000104114	NA
ENSMUSG00000113937	NA
ENSMUSG00000090558	NA
ENSMUSG00000102009	NA
ENSMUSG00000100065	NA
ENSMUSG00000091289	NA
ENSMUSG00000033794	70902
ENSMUSG00000116646	NA
ENSMUSG00000026812	64930
ENSMUSG00000071613	100040697
ENSMUSG00000027203	110074
ENSMUSG00000053146	258942
ENSMUSG00000105662	NA
ENSMUSG00000002550	22245
ENSMUSG00000019837	67371
ENSMUSG00000093398	NA
ENSMUSG00000113019	NA
ENSMUSG00000117312	NA
ENSMUSG00000113660	NA
ENSMUSG00000033805	384214
ENSMUSG00000093536	100042450
ENSMUSG00000073926	57250
ENSMUSG00000078780	381484
ENSMUSG00000075382	258943
ENSMUSG00000101059	NA
ENSMUSG00000117296	NA
ENSMUSG00000099809	NA
ENSMUSG00000103247	NA
ENSMUSG00000113047	NA
ENSMUSG00000100838	NA
ENSMUSG00000092381	NA
ENSMUSG00000117246	NA
ENSMUSG00000081680	NA
ENSMUSG00000029363	72151
ENSMUSG00000114628	NA
ENSMUSG00000117220	NA
ENSMUSG00000089929	12045
ENSMUSG00000090179	NA
ENSMUSG00000024829	353242
ENSMUSG00000112891	NA
ENSMUSG00000083419	NA
ENSMUSG00000073650	241112
ENSMUSG00000089780	NA
ENSMUSG00000103535	NA
ENSMUSG00000045929	NA
ENSMUSG00000080948	NA
ENSMUSG00000020585	17775
ENSMUSG00000104315	NA
ENSMUSG00000090824	257882
ENSMUSG00000103783	NA
ENSMUSG00000100626	100042922
ENSMUSG00000107627	NA
ENSMUSG00000117010	NA
ENSMUSG00000037826	243382
ENSMUSG00000108568	NA
ENSMUSG00000048874	213109
ENSMUSG00000082738	NA
ENSMUSG00000032254	71819
ENSMUSG00000106396	NA
ENSMUSG00000099994	69393
ENSMUSG00000101819	100042927
ENSMUSG00000099529	NA
ENSMUSG00000114970	NA
ENSMUSG00000110306	NA
ENSMUSG00000114068	NA
ENSMUSG00000115191	NA
ENSMUSG00000114156	NA
ENSMUSG00000115472	NA
ENSMUSG00000091255	624245
ENSMUSG00000101445	NA
ENSMUSG00000108873	NA
ENSMUSG00000025551	14169
ENSMUSG00000047213	229096
ENSMUSG00000024451	106952
ENSMUSG00000052369	380967
ENSMUSG00000058145	233332
ENSMUSG00000039254	99011
ENSMUSG00000093535	NA
ENSMUSG00000009734	218030
ENSMUSG00000029798	67138
ENSMUSG00000102176	NA
ENSMUSG00000078591	628779
ENSMUSG00000100343	NA
ENSMUSG00000054079	217109
ENSMUSG00000096074	NA
ENSMUSG00000024831	20589
ENSMUSG00000085899	NA
ENSMUSG00000037149	104721
ENSMUSG00000098129	NA
ENSMUSG00000021823	22330
ENSMUSG00000100349	NA
ENSMUSG00000099375	NA
ENSMUSG00000085892	NA
ENSMUSG00000026781	74159
ENSMUSG00000022619	60597
ENSMUSG00000117291	NA
ENSMUSG00000104893	NA
ENSMUSG00000021311	238505
ENSMUSG00000115041	NA
ENSMUSG00000096682	15968
ENSMUSG00000070643	20668
ENSMUSG00000118375	NA
ENSMUSG00000032002	76863
ENSMUSG00000111431	NA
ENSMUSG00000103441	NA
ENSMUSG00000084996	NA
ENSMUSG00000070904	15967
ENSMUSG00000109297	NA
ENSMUSG00000118372	NA
ENSMUSG00000115378	105243944
ENSMUSG00000106800	NA
ENSMUSG00000062014	63985
ENSMUSG00000063884	69956
ENSMUSG00000100990	NA
ENSMUSG00000111335	NA
ENSMUSG00000104692	NA
ENSMUSG00000047804	56697
ENSMUSG00000101087	NA
ENSMUSG00000045322	81897
ENSMUSG00000097402	NA
ENSMUSG00000111850	NA
ENSMUSG00000087344	NA
ENSMUSG00000113205	NA
ENSMUSG00000099836	102636753
ENSMUSG00000095498	15962
ENSMUSG00000111174	258804
ENSMUSG00000094107	100042688
ENSMUSG00000094107	100042891
ENSMUSG00000106030	NA
ENSMUSG00000097673	NA
ENSMUSG00000063235	66461
ENSMUSG00000085316	NA
ENSMUSG00000101817	NA
ENSMUSG00000062201	215029
ENSMUSG00000108112	NA
ENSMUSG00000052629	NA
ENSMUSG00000023333	14531
ENSMUSG00000111318	NA
ENSMUSG00000108788	NA
ENSMUSG00000073245	100039585
ENSMUSG00000073245	100042175
ENSMUSG00000086254	73076
ENSMUSG00000034336	226180
ENSMUSG00000108390	NA
ENSMUSG00000114950	NA
ENSMUSG00000026158	70155
ENSMUSG00000096146	16514
ENSMUSG00000103968	NA
ENSMUSG00000113110	NA
ENSMUSG00000059146	18213
ENSMUSG00000091400	NA
ENSMUSG00000113570	NA
ENSMUSG00000081966	NA
ENSMUSG00000105862	NA
ENSMUSG00000080222	NA
ENSMUSG00000019850	21929
ENSMUSG00000100347	NA
ENSMUSG00000049960	66242
ENSMUSG00000082566	NA
ENSMUSG00000030062	103963
ENSMUSG00000114019	NA
ENSMUSG00000054351	NA
ENSMUSG00000113514	NA
ENSMUSG00000108833	NA
ENSMUSG00000098161	NA
ENSMUSG00000109079	NA
ENSMUSG00000081059	NA
ENSMUSG00000099494	NA
ENSMUSG00000034587	71523
ENSMUSG00000100051	NA
ENSMUSG00000100575	NA
ENSMUSG00000067931	381066
ENSMUSG00000111694	NA
ENSMUSG00000102641	NA
ENSMUSG00000015944	80909
ENSMUSG00000118062	NA
ENSMUSG00000095442	NA
ENSMUSG00000113408	NA
ENSMUSG00000021690	57748
ENSMUSG00000073184	NA
ENSMUSG00000032489	16578
ENSMUSG00000110892	NA
ENSMUSG00000099603	NA
ENSMUSG00000076733	NA
ENSMUSG00000098005	NA
ENSMUSG00000028218	68099
ENSMUSG00000092178	72716
ENSMUSG00000034509	66591
ENSMUSG00000099977	102637549
ENSMUSG00000045294	231070
ENSMUSG00000000751	68275
ENSMUSG00000051877	244114
ENSMUSG00000102044	108168660
ENSMUSG00000106739	NA
ENSMUSG00000025094	214084
ENSMUSG00000005505	67136
ENSMUSG00000105749	NA
ENSMUSG00000107255	NA
ENSMUSG00000103875	NA
ENSMUSG00000029217	21682
ENSMUSG00000106943	70036
ENSMUSG00000099745	NA
ENSMUSG00000072813	665943
ENSMUSG00000101676	NA
ENSMUSG00000085827	NA
ENSMUSG00000101883	NA
ENSMUSG00000101739	NA
ENSMUSG00000081973	NA
ENSMUSG00000114611	NA
ENSMUSG00000057396	268670
ENSMUSG00000101510	108168634
ENSMUSG00000087637	NA
ENSMUSG00000093985	100038847
ENSMUSG00000075086	258447
ENSMUSG00000100920	NA
ENSMUSG00000102022	NA
ENSMUSG00000024331	13506
ENSMUSG00000096499	NA
ENSMUSG00000084221	NA
ENSMUSG00000092183	67642
ENSMUSG00000099393	NA
ENSMUSG00000117209	NA
ENSMUSG00000099415	NA
ENSMUSG00000084825	NA
ENSMUSG00000109959	NA
ENSMUSG00000041870	68420
ENSMUSG00000043145	NA
ENSMUSG00000096722	NA
ENSMUSG00000081591	NA
ENSMUSG00000096881	108168524
ENSMUSG00000055088	258941
ENSMUSG00000085285	NA
ENSMUSG00000106599	NA
ENSMUSG00000106805	NA
ENSMUSG00000100041	NA
ENSMUSG00000110995	NA
ENSMUSG00000104478	NA
ENSMUSG00000110745	NA
ENSMUSG00000045364	230405
ENSMUSG00000017550	237877
ENSMUSG00000099716	NA
ENSMUSG00000101231	NA
ENSMUSG00000083355	NA
ENSMUSG00000110766	NA
ENSMUSG00000101794	NA
ENSMUSG00000110851	NA
ENSMUSG00000101097	NA
ENSMUSG00000111596	NA
ENSMUSG00000107130	NA
ENSMUSG00000102196	NA
ENSMUSG00000096097	100042929
ENSMUSG00000094021	100042129
ENSMUSG00000113279	NA
ENSMUSG00000035868	73229
ENSMUSG00000005510	68349
ENSMUSG00000094904	100042931
ENSMUSG00000070606	NA
ENSMUSG00000111615	NA
ENSMUSG00000022760	69009
ENSMUSG00000102549	NA
ENSMUSG00000117930	NA
ENSMUSG00000060096	NA
ENSMUSG00000117013	NA
ENSMUSG00000108775	NA
ENSMUSG00000094772	NA
ENSMUSG00000108623	NA
ENSMUSG00000113247	NA
ENSMUSG00000117967	NA
ENSMUSG00000118181	NA
ENSMUSG00000095413	547160
ENSMUSG00000102894	NA
ENSMUSG00000024952	56613
ENSMUSG00000113237	619883
ENSMUSG00000113204	108168101
ENSMUSG00000101630	NA
ENSMUSG00000020807	74477
ENSMUSG00000018776	56293
ENSMUSG00000050552	66096
ENSMUSG00000102674	77543
ENSMUSG00000118094	NA
ENSMUSG00000117070	NA
ENSMUSG00000023952	56055
ENSMUSG00000103321	NA
ENSMUSG00000040712	216874
ENSMUSG00000039449	67229
ENSMUSG00000049517	66475
ENSMUSG00000084318	NA
ENSMUSG00000103223	NA
ENSMUSG00000109499	NA
ENSMUSG00000086491	NA
ENSMUSG00000069302	319168
ENSMUSG00000117610	NA
ENSMUSG00000028064	20351
ENSMUSG00000086006	100503147
ENSMUSG00000024008	240058
ENSMUSG00000089651	NA
ENSMUSG00000031024	76954
ENSMUSG00000082459	NA
ENSMUSG00000100430	NA
ENSMUSG00000034593	17918
ENSMUSG00000052105	68617
ENSMUSG00000072188	100503549
ENSMUSG00000029273	53315
ENSMUSG00000062727	319184
ENSMUSG00000117547	NA
ENSMUSG00000031934	55991
ENSMUSG00000117976	NA
ENSMUSG00000090684	NA
ENSMUSG00000093774	NA
ENSMUSG00000083553	NA
ENSMUSG00000075514	NA
ENSMUSG00000024402	16992
ENSMUSG00000033327	81877
ENSMUSG00000108407	NA
ENSMUSG00000108799	NA
ENSMUSG00000060639	319158
ENSMUSG00000073844	NA
ENSMUSG00000025898	244672
ENSMUSG00000085797	NA
ENSMUSG00000019726	17101
ENSMUSG00000104236	NA
ENSMUSG00000020422	319939
ENSMUSG00000021619	66795
ENSMUSG00000040813	21767
ENSMUSG00000045928	71208
ENSMUSG00000103369	NA
ENSMUSG00000062142	259092
ENSMUSG00000113239	NA
ENSMUSG00000114086	NA
ENSMUSG00000113983	NA
ENSMUSG00000085004	71349
ENSMUSG00000117805	NA
ENSMUSG00000087682	NA
ENSMUSG00000061533	75216
ENSMUSG00000104881	NA
ENSMUSG00000081355	NA
ENSMUSG00000079440	76768
ENSMUSG00000062257	330908
ENSMUSG00000090457	75861
ENSMUSG00000018750	75580
ENSMUSG00000117747	NA
ENSMUSG00000101497	NA
ENSMUSG00000024614	67988
ENSMUSG00000108814	NA
ENSMUSG00000027832	19288
ENSMUSG00000041673	67580
ENSMUSG00000097920	NA
ENSMUSG00000101004	NA
ENSMUSG00000100870	NA
ENSMUSG00000092426	NA
ENSMUSG00000109258	NA
ENSMUSG00000020583	17182
ENSMUSG00000075085	258970
ENSMUSG00000117104	NA
ENSMUSG00000040694	11811
ENSMUSG00000104307	NA
ENSMUSG00000103208	NA
ENSMUSG00000108244	NA
ENSMUSG00000097968	NA
ENSMUSG00000099770	NA
ENSMUSG00000085412	NA
ENSMUSG00000104189	NA
ENSMUSG00000027831	72789
ENSMUSG00000024403	66237
ENSMUSG00000101694	NA
ENSMUSG00000092410	NA
ENSMUSG00000086278	NA
ENSMUSG00000082657	NA
ENSMUSG00000092179	NA
ENSMUSG00000047842	68203
ENSMUSG00000061718	19049
ENSMUSG00000070426	75212
ENSMUSG00000087531	NA
ENSMUSG00000110741	NA
ENSMUSG00000036948	231807
ENSMUSG00000042419	18038
ENSMUSG00000017922	27372
ENSMUSG00000063911	NA
ENSMUSG00000023827	68262
ENSMUSG00000032786	11655
ENSMUSG00000025020	20562
ENSMUSG00000015837	18412
ENSMUSG00000024236	225115
ENSMUSG00000041890	26431
ENSMUSG00000081650	NA
ENSMUSG00000085439	NA
ENSMUSG00000003934	13643
ENSMUSG00000086231	NA
ENSMUSG00000056508	66323
ENSMUSG00000039095	13799
ENSMUSG00000085001	NA
ENSMUSG00000109420	NA
ENSMUSG00000069806	81904
ENSMUSG00000015165	15388
ENSMUSG00000049044	56508
ENSMUSG00000107877	NA
ENSMUSG00000106160	NA
ENSMUSG00000085155	NA
ENSMUSG00000101529	NA
ENSMUSG00000051506	545030
ENSMUSG00000086821	NA
ENSMUSG00000107620	NA
ENSMUSG00000087219	NA
ENSMUSG00000099503	NA
ENSMUSG00000111825	NA
ENSMUSG00000111556	NA
ENSMUSG00000069301	319167
ENSMUSG00000069300	319183
ENSMUSG00000085834	NA
ENSMUSG00000096039	320333
ENSMUSG00000074768	12116
ENSMUSG00000073448	NA
ENSMUSG00000073964	259114
ENSMUSG00000114817	NA
ENSMUSG00000038502	84113
ENSMUSG00000032332	12816
ENSMUSG00000067928	240034
ENSMUSG00000018733	103737
ENSMUSG00000036833	241274
ENSMUSG00000043310	259089
ENSMUSG00000096217	NA
ENSMUSG00000095512	NA
ENSMUSG00000103140	NA
ENSMUSG00000115320	NA
ENSMUSG00000091849	NA
ENSMUSG00000085944	69338
ENSMUSG00000026679	71233
ENSMUSG00000101130	NA
ENSMUSG00000029596	257635
ENSMUSG00000115371	NA
ENSMUSG00000115309	NA
ENSMUSG00000114440	NA
ENSMUSG00000079409	544990
ENSMUSG00000092471	NA
ENSMUSG00000102109	NA
ENSMUSG00000101890	NA
ENSMUSG00000115372	NA
ENSMUSG00000020381	68067
ENSMUSG00000102068	NA
ENSMUSG00000100404	NA
ENSMUSG00000082424	NA
ENSMUSG00000029388	209354
ENSMUSG00000118014	NA
ENSMUSG00000106247	NA
ENSMUSG00000093444	NA
ENSMUSG00000091897	66773
ENSMUSG00000116217	NA
ENSMUSG00000082314	NA
ENSMUSG00000112139	NA
ENSMUSG00000111982	NA
ENSMUSG00000016758	12124
ENSMUSG00000099989	NA
ENSMUSG00000085227	69004
ENSMUSG00000114061	NA
ENSMUSG00000074918	100043272
ENSMUSG00000029755	13395
ENSMUSG00000108630	NA
ENSMUSG00000044456	217835
ENSMUSG00000035133	11855
ENSMUSG00000099762	100861702
ENSMUSG00000003299	66163
ENSMUSG00000032338	330953
ENSMUSG00000001366	71538
ENSMUSG00000010797	22413
ENSMUSG00000106004	NA
ENSMUSG00000029510	71951
ENSMUSG00000083873	NA
ENSMUSG00000106637	NA
ENSMUSG00000003974	108069
ENSMUSG00000115076	NA
ENSMUSG00000115804	NA
ENSMUSG00000110323	NA
ENSMUSG00000113870	NA
ENSMUSG00000115585	105245890
ENSMUSG00000113461	NA
ENSMUSG00000021789	20387
ENSMUSG00000089695	NA
ENSMUSG00000111380	NA
ENSMUSG00000048620	258917
ENSMUSG00000113260	NA
ENSMUSG00000113513	NA
ENSMUSG00000111414	NA
ENSMUSG00000074280	NA
ENSMUSG00000112437	NA
ENSMUSG00000109100	NA
ENSMUSG00000029512	22241
ENSMUSG00000004896	229503
ENSMUSG00000114233	NA
ENSMUSG00000104569	NA
ENSMUSG00000081979	NA
ENSMUSG00000113738	NA
ENSMUSG00000086697	NA
ENSMUSG00000022203	13644
ENSMUSG00000028999	72772
ENSMUSG00000062199	258121
ENSMUSG00000031344	57249
ENSMUSG00000014547	268752
ENSMUSG00000059013	27387
ENSMUSG00000097592	NA
ENSMUSG00000092307	NA
ENSMUSG00000096322	NA
ENSMUSG00000092287	NA
ENSMUSG00000046240	72927
ENSMUSG00000085107	NA
ENSMUSG00000048154	381022
ENSMUSG00000117714	NA
ENSMUSG00000098058	NA
ENSMUSG00000070458	620928
ENSMUSG00000031936	244698
ENSMUSG00000060475	60532
ENSMUSG00000035385	20296
ENSMUSG00000096485	258689
ENSMUSG00000084790	NA
ENSMUSG00000005981	68015
ENSMUSG00000035420	225497
ENSMUSG00000069044	107868
ENSMUSG00000100518	NA
ENSMUSG00000036097	226151
ENSMUSG00000106707	NA
ENSMUSG00000118276	NA
ENSMUSG00000074746	107368
ENSMUSG00000021457	20963
ENSMUSG00000111843	71196
ENSMUSG00000032340	18007
ENSMUSG00000062797	67669
ENSMUSG00000094117	NA
ENSMUSG00000100940	NA
ENSMUSG00000117123	NA
ENSMUSG00000082781	NA
ENSMUSG00000082799	NA
ENSMUSG00000085433	108169069
ENSMUSG00000075084	258971
ENSMUSG00000019846	16775
ENSMUSG00000021265	214663
ENSMUSG00000087111	NA
ENSMUSG00000020454	74203
ENSMUSG00000073963	259093
ENSMUSG00000066643	74682
ENSMUSG00000029844	15394
ENSMUSG00000026188	271711
ENSMUSG00000036160	20935
ENSMUSG00000037172	243780
ENSMUSG00000071649	72727
ENSMUSG00000116319	NA
ENSMUSG00000116368	NA
ENSMUSG00000003476	12922
ENSMUSG00000019710	67707
ENSMUSG00000087658	NA
ENSMUSG00000113959	108167986
ENSMUSG00000083860	NA
ENSMUSG00000026156	280645
ENSMUSG00000113814	NA
ENSMUSG00000075593	330217
ENSMUSG00000080930	NA
ENSMUSG00000036500	11648
ENSMUSG00000023051	21357
ENSMUSG00000094280	NA
ENSMUSG00000112961	NA
ENSMUSG00000084854	NA
ENSMUSG00000116705	NA
ENSMUSG00000093908	NA
ENSMUSG00000093681	NA
ENSMUSG00000083631	NA
ENSMUSG00000110003	NA
ENSMUSG00000029272	20860
ENSMUSG00000113770	NA
ENSMUSG00000095920	NA
ENSMUSG00000046806	78412
ENSMUSG00000026155	98366
ENSMUSG00000102099	NA
ENSMUSG00000049015	258686
ENSMUSG00000111758	NA
ENSMUSG00000111637	NA
ENSMUSG00000109544	NA
ENSMUSG00000109503	NA
ENSMUSG00000084942	NA
ENSMUSG00000039543	76670
ENSMUSG00000111283	NA
ENSMUSG00000005980	13419
ENSMUSG00000030752	77035
ENSMUSG00000117996	NA
ENSMUSG00000023707	66627
ENSMUSG00000118111	NA
ENSMUSG00000110815	NA
ENSMUSG00000093686	NA
ENSMUSG00000090001	NA
ENSMUSG00000108881	NA
ENSMUSG00000018651	217031
ENSMUSG00000009551	70730
ENSMUSG00000095655	100042939
ENSMUSG00000100953	102637257
ENSMUSG00000063777	258690
ENSMUSG00000021270	15519
ENSMUSG00000030468	243958
ENSMUSG00000114590	NA
ENSMUSG00000099898	102637615
ENSMUSG00000048875	67365
ENSMUSG00000057137	68487
ENSMUSG00000095700	NA
ENSMUSG00000082869	NA
ENSMUSG00000090574	NA
ENSMUSG00000113906	NA
ENSMUSG00000024588	14151
ENSMUSG00000026011	12477
ENSMUSG00000084072	NA
ENSMUSG00000048039	229504
ENSMUSG00000118204	73894
ENSMUSG00000036944	213068
ENSMUSG00000096332	NA
ENSMUSG00000113481	NA
ENSMUSG00000113103	NA
ENSMUSG00000071648	19881
ENSMUSG00000117836	NA
ENSMUSG00000039065	68073
ENSMUSG00000103437	NA
ENSMUSG00000114295	NA
ENSMUSG00000090782	NA
ENSMUSG00000109432	NA
ENSMUSG00000100733	71174
ENSMUSG00000102128	NA
ENSMUSG00000100315	73278
ENSMUSG00000101927	NA
ENSMUSG00000099865	NA
ENSMUSG00000086000	NA
ENSMUSG00000084108	NA
ENSMUSG00000062309	102614
ENSMUSG00000114568	NA
ENSMUSG00000080972	NA
ENSMUSG00000086205	NA
ENSMUSG00000114677	NA
ENSMUSG00000101353	NA
ENSMUSG00000082066	NA
ENSMUSG00000104327	NA
ENSMUSG00000117251	NA
ENSMUSG00000099470	NA
ENSMUSG00000076874	NA
ENSMUSG00000035373	20306
ENSMUSG00000099592	NA
ENSMUSG00000005514	18984
ENSMUSG00000113854	NA
ENSMUSG00000045838	214239
ENSMUSG00000026062	226999
ENSMUSG00000000957	17387
ENSMUSG00000103915	NA
ENSMUSG00000101137	NA
ENSMUSG00000085183	NA
ENSMUSG00000061584	332427
ENSMUSG00000111849	NA
ENSMUSG00000027204	14118
ENSMUSG00000109230	NA
ENSMUSG00000117837	NA
ENSMUSG00000103650	NA
ENSMUSG00000105499	NA
ENSMUSG00000019989	209558
ENSMUSG00000111229	NA
ENSMUSG00000071647	225898
ENSMUSG00000074397	382074
ENSMUSG00000061544	381067
ENSMUSG00000074930	NA
ENSMUSG00000000088	12858
ENSMUSG00000044847	72290
ENSMUSG00000102503	NA
ENSMUSG00000101674	NA
ENSMUSG00000032446	13813
ENSMUSG00000104897	NA
ENSMUSG00000037400	76295
ENSMUSG00000113464	NA
ENSMUSG00000052331	329154
ENSMUSG00000026765	71897
ENSMUSG00000097445	NA
ENSMUSG00000110240	NA
ENSMUSG00000032305	78323
ENSMUSG00000081382	NA
ENSMUSG00000111665	NA
ENSMUSG00000040136	20927
ENSMUSG00000114782	NA
ENSMUSG00000020472	268417
ENSMUSG00000116256	NA
ENSMUSG00000095662	100042943
ENSMUSG00000006463	70605
ENSMUSG00000117850	NA
ENSMUSG00000118088	NA
ENSMUSG00000033207	71738
ENSMUSG00000111029	NA
ENSMUSG00000081334	NA
ENSMUSG00000075380	258618
ENSMUSG00000069299	252912
ENSMUSG00000096320	258231
ENSMUSG00000117180	NA
ENSMUSG00000117931	NA
ENSMUSG00000087232	NA
ENSMUSG00000081933	NA
ENSMUSG00000106735	NA
ENSMUSG00000111456	258784
ENSMUSG00000025059	14933
ENSMUSG00000049939	192198
ENSMUSG00000103679	NA
ENSMUSG00000085357	NA
ENSMUSG00000061062	NA
ENSMUSG00000103899	NA
ENSMUSG00000032011	21838
ENSMUSG00000033916	68953
ENSMUSG00000103132	NA
ENSMUSG00000115914	NA
ENSMUSG00000104325	NA
ENSMUSG00000001424	56463
ENSMUSG00000031101	74131
ENSMUSG00000110210	NA
ENSMUSG00000113712	NA
ENSMUSG00000114579	NA
ENSMUSG00000076875	NA
ENSMUSG00000114688	NA
ENSMUSG00000101487	668419
ENSMUSG00000025916	69312
ENSMUSG00000113533	NA
ENSMUSG00000113954	NA
ENSMUSG00000043969	13797
ENSMUSG00000031093	75974
ENSMUSG00000107125	NA
ENSMUSG00000024565	20689
ENSMUSG00000018446	12261
ENSMUSG00000058900	380855
ENSMUSG00000073565	71373
ENSMUSG00000087095	NA
ENSMUSG00000118092	NA
ENSMUSG00000086608	NA
ENSMUSG00000110692	NA
ENSMUSG00000096049	NA
ENSMUSG00000069720	NA
ENSMUSG00000075609	NA
ENSMUSG00000010796	74068
ENSMUSG00000076876	NA
ENSMUSG00000029112	672284
ENSMUSG00000051185	67698
ENSMUSG00000066324	242291
ENSMUSG00000030647	68197
ENSMUSG00000105300	NA
ENSMUSG00000113945	NA
ENSMUSG00000094559	223706
ENSMUSG00000070933	360220
ENSMUSG00000037780	17194
ENSMUSG00000107248	NA
ENSMUSG00000118333	70960
ENSMUSG00000098044	NA
ENSMUSG00000069379	NA
ENSMUSG00000111846	NA
ENSMUSG00000116301	NA
ENSMUSG00000114220	NA
ENSMUSG00000103973	NA
ENSMUSG00000096803	627873
ENSMUSG00000112412	NA
ENSMUSG00000083974	NA
ENSMUSG00000095189	258685
ENSMUSG00000076877	NA
ENSMUSG00000114237	NA
ENSMUSG00000041750	12480
ENSMUSG00000118334	NA
ENSMUSG00000114838	NA
ENSMUSG00000018449	69723
ENSMUSG00000106445	100861755
ENSMUSG00000099335	NA
ENSMUSG00000100904	NA
ENSMUSG00000100897	NA
ENSMUSG00000099340	NA
ENSMUSG00000109573	NA
ENSMUSG00000095717	NA
ENSMUSG00000094230	74062
ENSMUSG00000101139	NA
ENSMUSG00000097182	NA
ENSMUSG00000101427	NA
ENSMUSG00000029206	70918
ENSMUSG00000115458	NA
ENSMUSG00000118351	NA
ENSMUSG00000091005	NA
ENSMUSG00000082585	NA
ENSMUSG00000022429	13404
ENSMUSG00000025860	11798
ENSMUSG00000096878	105242399
ENSMUSG00000024175	71840
ENSMUSG00000074841	NA
ENSMUSG00000114109	NA
ENSMUSG00000101164	NA
ENSMUSG00000096273	258123
ENSMUSG00000098720	NA
ENSMUSG00000022515	72615
ENSMUSG00000048856	104910
ENSMUSG00000114625	NA
ENSMUSG00000091326	NA
ENSMUSG00000027351	114715
ENSMUSG00000113658	NA
ENSMUSG00000054938	258918
ENSMUSG00000109482	NA
ENSMUSG00000118046	NA
ENSMUSG00000100058	100043856
ENSMUSG00000055371	56324
ENSMUSG00000118235	NA
ENSMUSG00000015776	20933
ENSMUSG00000114013	NA
ENSMUSG00000076878	NA
ENSMUSG00000024268	108013
ENSMUSG00000118268	NA
ENSMUSG00000113401	NA
ENSMUSG00000085829	NA
ENSMUSG00000113143	NA
ENSMUSG00000081871	NA
ENSMUSG00000113723	NA
ENSMUSG00000034501	67708
ENSMUSG00000038253	15402
ENSMUSG00000115240	NA
ENSMUSG00000076879	NA
ENSMUSG00000073925	258377
ENSMUSG00000087199	NA
